Ano;Mês;Cidade;Unidade;Regional;Fonte Pagadora;Clientes;Doses;Faturamento;Pagamento;Unidade2
2021;Jul;Anápolis;VACINAS ANAPOLIS - 7 DE SETEMBRO;ANAPOLIS;ANAPOLIS-VACINAS INFLUENZA VOUCHER PGTO;3;3; R$225,00 ;BALCÃO;ANAPOLIS - 7 DE SETEMBRO
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-AMIL VACINAS;2;2; R$241,70 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-CAMPANHA TESTE DO PEZINHO VACINAS PGTO;1;1; R$106,25 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-CARE PLUS VACINAS;3;3; R$632,87 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-CASSI VACINAS PGTO;6;6; R$540,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-FASCAL ASSOCIADOS VACINAS;2;2; R$184,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;4;4; R$360,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-PARCERIAS II /EMPRESAS VACINAS PGTO;1;1; R$100,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;31;41; R$9.815,40 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-RNP VACINAS;1;1; R$120,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-SAUDE CAIXA DEPENDENTES VACINAS PGTO;1;1; R$90,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;6;6; R$540,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-UNAFISCO VACINAS;3;3; R$300,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;1;1; R$70,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;5;11; R$1.996,50 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS CONDOMINIO PGTO;12;12; R$1.080,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;27;27; R$2.550,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;13;16; R$3.567,60 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;232;271; R$58.062,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VELLOZA ADVOGADOS VACINAS;2;2; R$200,00 ;BALCÃO;QI 13 LAGO SUL
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE VACINAS - PGTO;2;3; R$750,87 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-AMIL VACINAS;5;9; R$1.583,91 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-BANCOOB VACINAS;4;4; R$360,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-BANCOOB VACINAS PGTO;2;2; R$180,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-CARE PLUS VACINAS;5;9; R$1.919,58 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-CASSI VACINAS PGTO;17;17; R$1.530,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-INTEGRA PARTICIPACOES VACINAS;2;2; R$240,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;5;5; R$450,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;30;36; R$10.672,20 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;9;13; R$3.735,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-SAUDE CAIXA DEPENDENTES VACINAS PGTO;1;1; R$90,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;12;12; R$1.080,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-UNAFISCO VACINAS;3;3; R$712,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;2;2; R$351,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS COMBO PNEUMO 13 E INFLUENZA  PGTO;1;1; R$80,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;80;80; R$7.590,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS MEDICO PGTO;26;36; R$9.073,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;359;425; R$115.816,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS UNICEUB;1;1; R$87,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VELLOZA ADVOGADOS VACINAS;1;1; R$100,00 ;BALCÃO;516 NORTE
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-BANCOOB VACINAS PGTO;1;1; R$90,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-CASSI VACINAS PGTO;4;4; R$360,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;3;3; R$270,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-PARCERIAS II /EMPRESAS VACINAS PGTO;2;2; R$200,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-PARCERIAS III / EMPRESAS VACINAS PGTO;4;4; R$480,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;8;12; R$2.538,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-RNP VACINAS;3;3; R$360,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-SAUDE CAIXA DEPENDENTES VACINAS PGTO;1;1; R$90,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;3;3; R$270,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-TRF VACINAS PGTO;1;1; R$82,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-UNAFISCO VACINAS;1;2; R$361,80 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;6;6; R$565,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-VACINAS MEDICO PGTO;5;6; R$912,60 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;87;116; R$29.521,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-VACINAS UNICEUB;1;1; R$87,00 ;BALCÃO;SHOPPING FELICITTÁ
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-CARE PLUS VACINAS;1;1; R$108,45 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-EMBRAPA VACINAS PGTO;1;1; R$100,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;2; R$837,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;1;1; R$90,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;1;1; R$522,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;5;8; R$2.268,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-RNP VACINAS;2;2; R$240,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;7;7; R$630,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;16;16; R$1.500,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-VACINAS MEDICO PGTO;6;9; R$2.412,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS GUARA II;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;112;132; R$35.548,00 ;BALCÃO;GUARA II
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE VACINAS - PGTO;1;1; R$120,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;2;2; R$180,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-OMINT SAUDE VACINAS;4;6; R$1.308,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;2;2; R$648,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;4; R$1.368,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-SAUDE CAIXA DEPENDENTES VACINAS PGTO;1;1; R$90,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;5;5; R$450,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;2;2; R$140,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;2;2; R$190,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-VACINAS MEDICO PGTO;5;8; R$2.493,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;103;120; R$33.960,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-VACINAS UNICEUB;1;1; R$87,00 ;BALCÃO;EDIFICIO DE CLINICAS
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-BANCOOB VACINAS;1;1; R$90,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-CASSI VACINAS PGTO;6;6; R$540,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;1;1; R$90,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-PARCERIAS II /EMPRESAS VACINAS PGTO;1;1; R$100,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;3;5; R$1.800,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;3;7; R$1.597,50 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;2;2; R$180,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;1;1; R$70,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;1;2; R$810,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS COMBO PNEUMO 13 E INFLUENZA  PGTO;1;2; R$350,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS CONDOMINIO PGTO;1;1; R$90,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;32;32; R$3.040,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS MEDICO PGTO;19;28; R$6.150,60 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;82;99; R$26.768,00 ;BALCÃO;SUDOESTE JK
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-AMIL VACINAS;2;4; R$411,96 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;1; R$261,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;5;5; R$450,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;2;2; R$783,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;1;1; R$120,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-SICOOB LEGISLATIVO VACINAS;1;1; R$120,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;4;4; R$360,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-TRF VACINAS PGTO;1;1; R$82,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-UNAFISCO VACINAS;2;2; R$200,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;1;1; R$70,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;1;1; R$70,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS COMBO PNEUMO 13 E INFLUENZA  PGTO;2;2; R$160,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;78;78; R$7.410,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;17;24; R$6.531,60 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;99;117; R$33.396,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VELLOZA ADVOGADOS VACINAS;1;1; R$100,00 ;BALCÃO;CENTRO CLINICO SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE VACINAS - PGTO;3;3; R$1.263,81 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-AMIL VACINAS;4;8; R$1.167,74 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-BALL BEVERAGE VACINAS;5;5; R$500,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-BANCOOB VACINAS PGTO;1;1; R$90,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-CARE PLUS VACINAS;5;5; R$717,77 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;6;6; R$540,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-MALHARIA IPANEMA VACINAS;3;3; R$300,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;11;16; R$4.855,50 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-RNP VACINAS;1;1; R$120,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-SINLAZER/CLUBE DA SAUDE VACINAS PGTO;2;2; R$180,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;1;1; R$90,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;1;1; R$70,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;6;8; R$1.593,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;14;14; R$1.325,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;4;5; R$1.615,60 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;156;192; R$56.379,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS UNICEUB;1;1; R$87,00 ;BALCÃO;TAGUATINGA SUL
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE - FAO/WFP/BFO - VACINAS;2;6; R$1.830,33 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE VACINAS - PGTO;2;4; R$1.330,71 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-AMIL VACINAS;6;8; R$1.165,05 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-CARE PLUS VACINAS;2;4; R$1.054,32 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-CORTESIA DIRETORIA;1;1; R$-   ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-EMBAIXADA DA ALEMANHA FUNCIONARIOS VACINAS;8;16; R$1.080,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;3;3; R$783,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;6;6; R$540,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;20;36; R$10.202,40 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PROASA VACINAS;4;15; R$2.435,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;2; R$240,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-SAUDE CAIXA DEPENDENTES VACINAS PGTO;3;3; R$270,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-SIS SENADO FEDERAL VACINAS;3;3; R$270,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-TRF VACINAS PGTO;1;1; R$82,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-UNAFISCO VACINAS;8;9; R$1.156,44 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;1;1; R$70,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;15;19; R$2.871,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS COMBO BCG E HEPBI2-AO NASCER PGTO;12;24; R$2.040,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS CORTESIA;1;3; R$-   ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS INFLUENZA VOUCHER PGTO;1;1; R$95,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS MEDICO PGTO;20;35; R$9.217,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;286;341; R$68.802,00 ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VALIDACAO - CORTESIA;1;1; R$-   ;BALCÃO;DOMICILIAR
2021;Jul;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-AMIL VACINAS;1;2; R$252,85 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Jul;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-CARE PLUS VACINAS;2;2; R$225,63 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Jul;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-CASSI VACINAS PGTO;4;4; R$360,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Jul;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;2;2; R$252,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Jul;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-LEONARDO DA VINCI VACINAS PGTO;3;3; R$270,00 ;BALCÃO;SOBRADINHO CONDOMINIO
